,id,name,cd_wd_id,cd_name
182,27be9bf0cdda91f3ac324544a757e4bc3817fce4,Andreas Lackner,Q78907451,Andreas Lackner
183,27be9bf0cdda91f3ac324544a757e4bc3817fce4,Andreas Lackner,Q15783323,Andreas Lackner
184,27be9bf0cdda91f3ac324544a757e4bc3817fce4,Andreas Lackner,Q78882834,Andreas Lackner
185,27be9bf0cdda91f3ac324544a757e4bc3817fce4,Andreas Lackner,Q59561725,Andreas Lackner
186,2848972df6414baa955c9009dffa8a63c513098c,Claudia Arpa,Q52151743,Claudia Arpa
187,2854a20ea90a13d489619b797fa1333f4d73dabc,Stefan Weirather,Q17326387,Stefan Weirather
188,285b09ce8faeb877eecf92e332e52b7798e614d8,Heinrich Schellhorn,Q15814849,Heinrich Schellhorn
189,285b09ce8faeb877eecf92e332e52b7798e614d8,Heinrich Schellhorn,Q15814848,Heinrich Schellhorn
190,285e8ceb6c2d2cbec744f22f9ecb9ac8ad74ba60,Erwin Preiner,Q1363342,Erwin Preiner
191,289da1efd35845d0fada7b89a7addd169259b72b,Pia Maria Wieninger,Q102353122,Pia Maria Wieninger
192,28a1b648e79e0e4d95c8c744673257586d142b6b,Peter Hanke,Q53442422,Peter Hanke
193,28a1b648e79e0e4d95c8c744673257586d142b6b,Peter Hanke,Q53442366,Peter Hanke
194,28a1b648e79e0e4d95c8c744673257586d142b6b,Peter Hanke,Q2075460,Peter Hanker
195,28c0659768547d7384738cb0e65150a88e88d73c,Eva Prischl,Q50844494,Eva Prischl
196,290d600020f95f5bb6df79b84b235a9b5f608ff0,Michael Wanner,Q51485829,Michael Wanner
197,290d600020f95f5bb6df79b84b235a9b5f608ff0,Michael Wanner,Q76544943,Michael Wanner
198,290d600020f95f5bb6df79b84b235a9b5f608ff0,Michael Wanner,Q50348077,Michael Wanner
199,2921b8a9f6c08d50a8a33ab9eb894f4f1c8e79cd,Daniel Allgäuer,Q1159903,Daniel Allgäuer
200,2944daa9320d3198be2105105f8cd6995be5f704,Katharina Wiesflecker,Q1736015,Katharina Wiesflecker
201,29852f473731fe6559e1927c07ed9cee0c29c213,Udo Hebesberger,Q79397316,Udo Hebesberger
202,29ddaa5292beea4004afde3dceaf48e588653162,Johann Tschürtz,Q1696412,Johann Tschürtz
203,2b9606deda3f211e2d383c7dd5795f492dc51ce7,Erich Valentin,Q1353402,Erich Valentin
204,2b9606deda3f211e2d383c7dd5795f492dc51ce7,Erich Valentin,Q1281276,Erich Valentin
205,2b9606deda3f211e2d383c7dd5795f492dc51ce7,Erich Valentin,Q1353407,Erich Valentin
206,2bd1ac9c261ee068434c87d6a7e0cdce604f86e2,Carina Reiter,Q72079820,Carina Reiter
207,2be81a70bc6218e7a8c355e796a0f0f7cabe182a,Christian Ragger,Q1081494,Christian Ragger
208,2c1490f2a0949be7adebb1cb217d69a034a1069e,Alfredo Rosenmaier,Q1630826,Alfredo Rosenmaier
209,2c2a2581ccc49bcc2c3adf264e7c3ac041f6ced4,Eva-Maria Himmelbauer,Q1379058,Eva-Maria Himmelbauer
210,2c6145c51a7178a67bc83c7db1e93cbb5c03c416,Karl Bader,Q1303169,Karl Bader
211,2c6145c51a7178a67bc83c7db1e93cbb5c03c416,Karl Bader,Q94791063,Karl Bader
212,2c6145c51a7178a67bc83c7db1e93cbb5c03c416,Karl Bader,Q28113641,Karl Bader
213,2c6145c51a7178a67bc83c7db1e93cbb5c03c416,Karl Bader,Q1665941,Karl Bader
214,2c6145c51a7178a67bc83c7db1e93cbb5c03c416,Karl Bader,Q59586231,Karl Bader
215,2c6145c51a7178a67bc83c7db1e93cbb5c03c416,Karl Bader,Q51078231,Karl Bader
216,2c6145c51a7178a67bc83c7db1e93cbb5c03c416,Karl Bader,Q95298784,Karl Bader
217,2c6145c51a7178a67bc83c7db1e93cbb5c03c416,Karl Bader,Q55010342,Karl Baderle
218,2c6145c51a7178a67bc83c7db1e93cbb5c03c416,Karl Bader,Q73974051,Karl Bader
219,2cb1022154a9acade1026c84b49a1518aebd3c61,Georg Dornauer,Q51044005,Georg Dornauer
220,2cb1022154a9acade1026c84b49a1518aebd3c61,Georg Dornauer,Q1504067,Georg Dornauer
221,2cb1022154a9acade1026c84b49a1518aebd3c61,Georg Dornauer,Q51041010,Georg Dornauer
222,2d750187283db3b973ea6596f8b2d3a2d14148e2,Magnus Brunner,Q1884520,Magnus Brunner
223,2d82a3b5c1d93539d22db240bc64c5ad76fe4535,Josef Balber,Q14906381,Josef Balber
224,2db4b87794bab9551d08ca0579f215c3ae3325a0,Anton Erber,Q589181,Anton Erber
225,2db4b87794bab9551d08ca0579f215c3ae3325a0,Anton Erber,Q94795253,Anton Erber
226,2db4b87794bab9551d08ca0579f215c3ae3325a0,Anton Erber,Q12784795,Anton Erberg
227,2dbb4765ea2dc830dcd5a5a642cc90585d2b6a69,Douglas Hoyos-Trauttmansdorff,Q19278490,Douglas Hoyos
228,2e18d672227c701131edbdcbc070e48f9e28cc56,Korinna Schumann,Q54553858,Korinna Schumann
229,2e5f653b0fe6e46a2cc0a3af674411d3897ebc3e,Johannes Schwarz,Q1698383,Johannes Schwarz
230,2e5f653b0fe6e46a2cc0a3af674411d3897ebc3e,Johannes Schwarz,Q56509379,Johannes Schwarz
231,2e5f653b0fe6e46a2cc0a3af674411d3897ebc3e,Johannes Schwarz,Q106376994,Johannes Schwarz
232,2e5f653b0fe6e46a2cc0a3af674411d3897ebc3e,Johannes Schwarz,Q1698381,Johannes Schwarz
233,2e5f653b0fe6e46a2cc0a3af674411d3897ebc3e,Johannes Schwarz,Q1698384,Johannes Schwarzenberg
234,2e5f653b0fe6e46a2cc0a3af674411d3897ebc3e,Johannes Schwarz,Q94872322,Johannes Schwarzenbach
235,2e5f653b0fe6e46a2cc0a3af674411d3897ebc3e,Johannes Schwarz,Q55887668,Johannes Schwarzenbach-Landis
236,2e5f653b0fe6e46a2cc0a3af674411d3897ebc3e,Johannes Schwarz,Q15438052,Johannes Schwarzkopff
237,2e5f653b0fe6e46a2cc0a3af674411d3897ebc3e,Johannes Schwarz,Q1698773,Johannes Schwarze
238,2ecd44a5273d6c1396042d2f3659076a5288b0eb,Bernhard Benka,Q106512169,Bernhard Benka
239,2ee013d859ea5c4261ffe9bb83d525effb2c457e,Isabella Kaltenegger,Q78920495,Isabella Kaltenegger
240,2f7a17e9215fb82006fa289120d5eec958551eee,Karl Wilfing,Q1733383,Karl Wilfing
241,2f7a17e9215fb82006fa289120d5eec958551eee,Karl Wilfing,Q1229248,Karl Wilfing
242,2f7a17e9215fb82006fa289120d5eec958551eee,Karl Wilfing,Q1733382,Karl Wilfing
243,2fe883eb655f65af65acd83fa51a7091e45b4ac6,Roman Haider,Q2164581,Roman Haider
244,30a919032f9238a72d217abf8fb8a3b73955794c,Christof Seymann,Q52084530,Christof Seymann
245,30d40ac0f76ca7b96f5d483d3b556c39fa25dc15,Christina Metzler,Q69356294,Christina Metzler
246,31776ae52cd5584c6bfc3300cabf71b2832eacd0,Gerald Deutschmann,Q15811871,Gerald Deutschmann
247,31b00fdeeb177c6667e188f0cfc60523196ff776,Ingrid Korosec,Q1150395,Ingrid Korosec
248,31e2ae083f1c7f4bb416d51b9ce8cbe6cc7f1d4a,Alexander Petschnig,Q20767602,Alexander Petschnig
249,321041492cfe5ea861474261e6018a7a84d9f1cd,Pamela Rendi-Wagner,Q28912455,Pamela Rendi-Wagner
250,325aea044335fc34c0208c80f1dc46468627cde2,Rita Stenger,Q84091616,Rita Stenger
251,327317d1133d75924784a0e0bb459d0d69ee98ba,Ina Aigner,Q46501328,Ina Aigner
252,328e749e8b73ccc4264a2915e6a036cb997f36b7,Angelika Winzig,Q534677,Angelika Winzig
253,32f57195991e1248aba6da1061e1ec0c068d1f47,Kurt Maczek,Q1793829,Kurt Maczek
254,330e39221aa4edc7a743bb28d7a17a015c7a68c2,Florian Riedl,Q29433238,Florian Riedl
255,330e39221aa4edc7a743bb28d7a17a015c7a68c2,Florian Riedl,Q95894472,Florian Riedl
256,330e39221aa4edc7a743bb28d7a17a015c7a68c2,Florian Riedl,Q62496481,Richard Hochreiner
257,330e39221aa4edc7a743bb28d7a17a015c7a68c2,Florian Riedl,Q91688541,Florian Riedl
258,333b86b4545fbfaa967e02c08d30b5cb19ad4547,Hubert Lang,Q1633271,Hubert Lang
259,333b86b4545fbfaa967e02c08d30b5cb19ad4547,Hubert Lang,Q95222228,Hubert Lang
260,333b86b4545fbfaa967e02c08d30b5cb19ad4547,Hubert Lang,Q20758988,Hubert Lang
261,333b86b4545fbfaa967e02c08d30b5cb19ad4547,Hubert Lang,Q1449722,Hubert Languet
262,333b86b4545fbfaa967e02c08d30b5cb19ad4547,Hubert Lang,Q19502639,Hubert Lang
263,333b86b4545fbfaa967e02c08d30b5cb19ad4547,Hubert Lang,Q1633273,Hubert Langbein
264,333b86b4545fbfaa967e02c08d30b5cb19ad4547,Hubert Lang,Q94813081,Hubert Langohr
265,333b86b4545fbfaa967e02c08d30b5cb19ad4547,Hubert Lang,Q98239445,Hubert Langlois
266,336cb924d379ee30851b1e64577b0bb6c04eae30,Werner Murgg,Q1468423,Werner Murgg
267,336f145ca5132cd323afe6c46d5032451f63fb2d,Gabriele Kolar,Q1490416,Gabriele Kolar
268,33859720093a161c245cc36637f3aa913e2eb8d9,Eva Blimlinger,Q15808910,Eva Blimlinger
269,3402544ab5bc81615b287a438c0eb43075d47eb1,René Pfister,Q14541106,René Pfister
270,3402544ab5bc81615b287a438c0eb43075d47eb1,René Pfister,Q44751843,René Pfister
271,3402544ab5bc81615b287a438c0eb43075d47eb1,René Pfister,Q1670331,René Pfister
272,3404997c4058d5a989e3140ba5f3cd92aa8e1fab,Karlheinz Kornhäusl,Q47004145,Karlheinz Kornhäusl
273,343a807bc89fdf6d1640563effa2e4aef294ad45,Andrea Siebenhofer-Kroitzsch,,
274,347fc4b3bd49bb53160524130c80b32b1ae729a4,Maximilian Krauss,Q17418039,Maximilian Krauss
275,347fc4b3bd49bb53160524130c80b32b1ae729a4,Maximilian Krauss,Q56641633,Maximilian Krauß
276,347fc4b3bd49bb53160524130c80b32b1ae729a4,Maximilian Krauss,Q53580051,Maximilian Krauss
277,347fc4b3bd49bb53160524130c80b32b1ae729a4,Maximilian Krauss,Q94909928,Maximilian Krauss
278,347fc4b3bd49bb53160524130c80b32b1ae729a4,Maximilian Krauss,Q94886669,Maximilian Krauss
279,34c416f58a8c71cccb6adea66a3990f728a555f2,Sebastian Schuschnig,Q63168873,Sebastian Schuschnig
280,34ce98ca43af3257526b0e4e49edff64d3e0be57,Andreas Ottenschläger,Q15116861,Andreas Ottenschläger
281,35056b8fe89e87170706cd2edab2a6a2be939a0c,Margarete Kriz-Zwittkovits,Q105838804,Margarete Kriz-Zwittkovits
282,352f44d03f64dbd3ca775efdf9398805c46d6d91,Mario Lindner,Q20753028,Mario Lindner
283,35472f01a3d008910ddf99abc83bbc55c513d55e,Ingo Appé,Q52241751,Ingo Appé
284,35472f01a3d008910ddf99abc83bbc55c513d55e,Ingo Appé,Q689587,Ingo Appelt
285,35472f01a3d008910ddf99abc83bbc55c513d55e,Ingo Appé,Q106891,Ingo Appelt
286,35472f01a3d008910ddf99abc83bbc55c513d55e,Ingo Appé,Q782798,Ingo Appelt
287,35472f01a3d008910ddf99abc83bbc55c513d55e,Ingo Appé,Q83814641,Ingo Appelhagen
288,354eb0f92f65fca382eaf5a27122c3692336b2df,Michaela Steinacker,Q15835119,Michaela Steinacker
289,35549c64b7bff7cd0500ab200b8a7995f46b14f0,Gerhard Deimek,Q1511470,Gerhard Deimek
290,35cd9dd2a6be17736b586ec76ebb1a6ccbd3ea9d,Barbara Schöbi-Fink,Q18589421,Barbara Schöbi-Fink
291,35ef4e340991034738be1b4cc5c1c3cc96b5aed5,Monika Vonier,Q18629257,Monika Vonier
292,35f3c6cc8529fee043b7439650b4e179cb849650,Edith Mühlberghuber,Q1285098,Edith Mühlberghuber
293,3680b734932fb72a3a3b39805ac95052581fd078,Markus Maurer,Q54987792,Markus Maurer
294,3680b734932fb72a3a3b39805ac95052581fd078,Markus Maurer,Q54932225,Markus Maurer
295,36c74b6f3a3888c75ef6f1f28d39813d10a2aa9e,Stefanie Mösl,Q52161828,Stefanie Mösl
296,36dc439fe813a38913c10b136bebf98d055a5476,Gerhard Spitzer,Q1512561,Gerhard Spitzer
297,36dc439fe813a38913c10b136bebf98d055a5476,Gerhard Spitzer,Q95177343,Gerhard Spitzer
298,36dc439fe813a38913c10b136bebf98d055a5476,Gerhard Spitzer,Q99626834,Gerhard Spitzer
299,36e6ba25c8372eac831a06e3268c5900d919c900,Christian Deutsch,Q1079272,Christian Deutsch
300,36e6ba25c8372eac831a06e3268c5900d919c900,Christian Deutsch,Q17122649,Christian Deutsch
301,36e6ba25c8372eac831a06e3268c5900d919c900,Christian Deutsch,Q21013222,Christian Deutschmann
302,36e6ba25c8372eac831a06e3268c5900d919c900,Christian Deutsch,Q70844608,"Christian Deutsch, Lebenslauf (2019)"
303,36ea4a7de314e02ea90b7a9a13eb371f83aab046,Beate Prettner,Q813177,Beate Prettner
304,370b249ab708b7e825eb31511d6e669fbf46508d,Christoph Kaufmann,Q1085272,Christoph Kaufmann
305,370b249ab708b7e825eb31511d6e669fbf46508d,Christoph Kaufmann,Q29260711,Christoph Kaufmann
306,370b249ab708b7e825eb31511d6e669fbf46508d,Christoph Kaufmann,Q100141882,Christoph Kaufmann
307,370b249ab708b7e825eb31511d6e669fbf46508d,Christoph Kaufmann,Q98918814,Christoph Kaufmann
308,37157bb6fe7eb6cfe3dab6f6d954c3a771e7d10e,Thomas Reindl,Q1666388,Thomas Reindl
309,377ac34c95ba5099a757cd51555aa3f618dca1b9,Sara Schaar,Q51672654,Sara Schaar
310,377ac34c95ba5099a757cd51555aa3f618dca1b9,Sara Schaar,Q104555282,Sara Schaarschmidt
311,38266b8c4c08cb7ed20846cd3da84e88828ce246,Franz Dinhobl,Q50996776,Franz Dinhobl
312,38946e8f5db68e5a8d608d6362f3b279f3f43982,Eva Landrichtinger,,
313,3942ad39e6c949e3c35f15e9e0534a8792664cac,Harald Vilimsky,Q90244,Harald Vilimsky
314,394efdf7716d21f4a2b0a1395ff1fb81f7ad6b84,Michael Schilchegger,Q61992144,Michael Schilchegger
315,39787a800b157c7251a1c0689825cb752eb7e754,Roland Frühstück,Q2162736,Roland Frühstück
316,3a42429255660b658e5fb28de931da22f53025cb,Johann Schnitzhofer,Q16319548,Johann Schnitzhofer
317,3a76e2e741b0671401e80812aa4fc6fba03b5ef5,Barbara Novak,Q807576,Barbara Novak
318,3a76e2e741b0671401e80812aa4fc6fba03b5ef5,Barbara Novak,Q28874334,Barbara Novakovič Kolenc
319,3a76e2e741b0671401e80812aa4fc6fba03b5ef5,Barbara Novak,Q58368828,"barbara novak,American Painting of the Nineteenth Century, Realism, Idealism, and the American Experience"
320,3a76e2e741b0671401e80812aa4fc6fba03b5ef5,Barbara Novak,Q65924789,Barbara Novak
321,3ac7efb120d6dd9058993cf964cb38dce7fd2fd0,Eva Wildfellner,,
322,3b1546678b6152b1ff1d97d53465f0c7b941c01a,Harald Stefan,Q1584758,Harald Stefan
323,3b1546678b6152b1ff1d97d53465f0c7b941c01a,Harald Stefan,Q89614214,Harald Stefanits
324,3b24625fa5c4ec6af5dc32ab9b7431e86eb967c8,Klaudia Tanner,Q43380898,Klaudia Tanner
325,3b542ae402566f21c27139a64249b5bcc62884a4,Martin Eichtinger,Q22351132,Martin Eichtinger
326,3b82d2966d0cf3526c635173089abe58fd0cdfbe,Johann Singer,Q1696251,Johann Singer
327,3b82d2966d0cf3526c635173089abe58fd0cdfbe,Johann Singer,Q43202972,Johann Singer
328,3b82d2966d0cf3526c635173089abe58fd0cdfbe,Johann Singer,Q95298112,Johann Singer
329,3b82d2966d0cf3526c635173089abe58fd0cdfbe,Johann Singer,Q95636496,Johann Singer
330,3b8c9d2978e9a54eea081d20855199d32c6b29af,Claudia Laschan,Q1097585,Claudia Laschan
331,3c85fca250ea48e45511061e2fbea329994c0e64,Bernhard Weber,Q2899027,Bernhard Weber
332,3c85fca250ea48e45511061e2fbea329994c0e64,Bernhard Weber,Q1632275,MC Gringo
333,3c85fca250ea48e45511061e2fbea329994c0e64,Bernhard Weber,Q76802484,Bernhard Weber
334,3c85fca250ea48e45511061e2fbea329994c0e64,Bernhard Weber,Q71321720,Bernhard Weber
335,3c85fca250ea48e45511061e2fbea329994c0e64,Bernhard Weber,Q95227714,Bernhard Weber
336,3c85fca250ea48e45511061e2fbea329994c0e64,Bernhard Weber,Q95289008,Bernhard Weber
337,3c85fca250ea48e45511061e2fbea329994c0e64,Bernhard Weber,Q94916824,Bernhard Weber
338,3c85fca250ea48e45511061e2fbea329994c0e64,Bernhard Weber,Q57316573,Bernhard H Weber
339,3c85fca250ea48e45511061e2fbea329994c0e64,Bernhard Weber,Q60607212,Bernhard Weber
340,3c85fca250ea48e45511061e2fbea329994c0e64,Bernhard Weber,Q94829652,Bernhard Georg Weber
341,3c899d12a0f5842a402d6493f0da1017abbe5e90,Aslıhan Bozatemur,Q102353083,Aslıhan Bozatemur
342,3c9ae68e70f95ea68c6bbe2a3929999e42279eb3,Lukas Mandl,Q1876930,Lukas Mandl
343,3cc7a0414881c53a9c1a5b7e01169b2b9a1b5614,Heinz Faßmann,Q1600191,Heinz Fassmann
344,3d008717756627f4a0dc78e0c2c4c28ac147969f,Helmut Tomac,Q56876310,Helmut Tomac
345,3d7babc19f6a7a1836fc3f32b9521bf0fba35e5c,Alexander Van der Bellen,Q78869,Alexander Van der Bellen
346,3d7babc19f6a7a1836fc3f32b9521bf0fba35e5c,Alexander Van der Bellen,Q24207200,Alexander Van der Bellen
347,3d7babc19f6a7a1836fc3f32b9521bf0fba35e5c,Alexander Van der Bellen,Q24207185,Alexander Van der Bellen
348,3dfbe5c938cce31675e19d833000f9a78a3e1f87,Meri Disoski,Q69823248,Meri Disoski
349,3e3cf83487c11634c008257de0a1c2715d15b6ae,Benedikt Lentsch,Q51534098,Benedikt Lentsch
350,3e80caee02549c7d8fe2a3e9b8524f5f2b8dedcd,Franz Pirolt,Q1448569,Franz Pirolt
351,40d9670cf1bd0d39ec9b24cc03dca95da24e8e0f,Ewa Samel,Q102353112,Ewa Samel
352,412ad2984b8f4182c544281f534b4db286d0e997,Ilse Benkö,Q1659085,Ilse Benkö
353,415f74af672024c282e9dd6662cfb7c34bd6f12c,Michael Obermoser,Q1928753,Michael Obermoser
354,417e4391c39c1163d377823a56e66524a16454ec,Georg Schwarzl,Q79397352,Georg Schwarzl
355,418fe8422ee2f97c4cd193d4ef1ff7fb347b3125,Faika El-Nagashi,Q29585127,Faika El-Nagashi
356,423c6aa78652193586b1ebd22b45bde1179c2df6,Christian Stöckl,Q1082045,Christian Stöckl
357,423c6aa78652193586b1ebd22b45bde1179c2df6,Christian Stöckl,Q18508079,Christian Stöcklin
358,423c6aa78652193586b1ebd22b45bde1179c2df6,Christian Stöckl,Q95808950,Christian Stocklöv
359,42d531f62ee16afbeb045fdfdfc45f69dff90fd1,Daniela Rosenegger,Q105271786,Daniela Rosenegger
360,4419d4c7a6426131e1e9fa8ac3b4429964dafd67,Markus Sint,Q51886089,Markus Sint
361,441b71dd9b54f9ffcd8ce12d6f5ba22f5adebf3a,Corinna Scharzenberger,Q47005183,Corinna Scharzenberger
362,442185706960ea70985cb5c6fa4f8d2b77c81a18,Nikolaus Berlakovich,Q86648,Nikolaus Berlakovich
363,44377c12a680c9a61542b30e9893d162af374b93,Franz Hörl,Q1275622,Franz Hörl
364,45e5ec636a2372f03bed295858655ea2b35dca65,Sabine Klausner,Q47525535,Sabine Klausner
365,46099d83abb20661300206e609338ebeffb2251f,Hermann Kuenz,Q17322249,Hermann Kuenz
366,46099d83abb20661300206e609338ebeffb2251f,Hermann Kuenz,Q1610997,Hermann Kuenzer
367,467f193c97be705bd7c2eec412432ac6e4f60e5e,Andreas Kinsky,Q79397235,Andreas Kinsky
368,46a2c7bd8bbe0a940edd7889973c3e504a681a33,Jakob Wolf,Q1679414,Jakob Wolf
369,46a2c7bd8bbe0a940edd7889973c3e504a681a33,Jakob Wolf,Q1679416,Jakob Wolf
370,46a2c7bd8bbe0a940edd7889973c3e504a681a33,Jakob Wolf,Q50349831,Jakob Wolf
371,46a2c7bd8bbe0a940edd7889973c3e504a681a33,Jakob Wolf,Q94899306,Jakob Wolf
372,46a2c7bd8bbe0a940edd7889973c3e504a681a33,Jakob Wolf,Q94812296,Jakob Wolf
373,46a2c7bd8bbe0a940edd7889973c3e504a681a33,Jakob Wolf,Q1679420,Jakob Wolff
374,46a2c7bd8bbe0a940edd7889973c3e504a681a33,Jakob Wolf,Q1679418,Jakob Wolfer
375,46a2c7bd8bbe0a940edd7889973c3e504a681a33,Jakob Wolf,Q1679421,Jakob Wolff
376,46a2c7bd8bbe0a940edd7889973c3e504a681a33,Jakob Wolf,Q1679417,Jakob Wolfensberger
377,46a2c7bd8bbe0a940edd7889973c3e504a681a33,Jakob Wolf,Q43220410,Jakob Wolff
378,46c680121ee19080bb7f83ee6a16774ce16da826,Klaus Fürlinger,Q1745104,Klaus Fürlinger
379,46e874057ef4c151cc319af5db966e7d73797c50,Tanja Graf,Q52156105,Tanja Graf
380,46e874057ef4c151cc319af5db966e7d73797c50,Tanja Graf,Q42179772,Tanja Graf
381,46e874057ef4c151cc319af5db966e7d73797c50,Tanja Graf,Q2392681,Tanja Graf
382,46e874057ef4c151cc319af5db966e7d73797c50,Tanja Graf,Q42179848,Tanja Graf
383,46e874057ef4c151cc319af5db966e7d73797c50,Tanja Graf,Q96101022,Tanja Gräff
384,46e874057ef4c151cc319af5db966e7d73797c50,Tanja Graf,Q75374076,Tanja Gräfin zu Solms-Laubach
385,4714718a49ecede9cc763a13fd66dfbff4aaea34,David Egger,Q94580015,David Egger
386,4714718a49ecede9cc763a13fd66dfbff4aaea34,David Egger,Q94580012,David Egger
387,4714718a49ecede9cc763a13fd66dfbff4aaea34,David Egger,Q987871,Dávid Egger
388,4714718a49ecede9cc763a13fd66dfbff4aaea34,David Egger,Q15916165,M. David Egger
389,4736347045bb47a674d2b443ebd9b2363d3af743,Wolfgang Sodl,Q2591434,Wolfgang Sodl
390,47666e8c6f6a8fbf176b431d7fd517d9abb02079,Karl Zallinger,Q15795526,Karl Zallinger
391,47666e8c6f6a8fbf176b431d7fd517d9abb02079,Karl Zallinger,Q55025904,Karl Zallinger
392,47666e8c6f6a8fbf176b431d7fd517d9abb02079,Karl Zallinger,Q55025893,Karl Zallinger
393,47e4872df9aa384c4874b14adae1a11d9748361f,Thomas Dim,Q64008596,Thomas Dim
394,47e4872df9aa384c4874b14adae1a11d9748361f,Thomas Dim,Q2423433,Thomas Dimsdale
395,47e4872df9aa384c4874b14adae1a11d9748361f,Thomas Dim,Q2679489,Thomas Dimitroff
396,47e4872df9aa384c4874b14adae1a11d9748361f,Thomas Dim,Q2423420,Thomas Dimpfl
397,47e4872df9aa384c4874b14adae1a11d9748361f,Thomas Dim,Q95699701,Thomas Dimmock
398,47e4872df9aa384c4874b14adae1a11d9748361f,Thomas Dim,Q93334220,Thomas Dimski
399,47ffb4b2ec6bdd9a0f9438eed5c956e9f9d5e1b6,Peter Hacker,Q712696,Peter Hacker
400,47ffb4b2ec6bdd9a0f9438eed5c956e9f9d5e1b6,Peter Hacker,Q53442407,Peter Hacker
401,47ffb4b2ec6bdd9a0f9438eed5c956e9f9d5e1b6,Peter Hacker,Q7174465,Peter Hacker
402,47ffb4b2ec6bdd9a0f9438eed5c956e9f9d5e1b6,Peter Hacker,Q7174467,Peter Hacker
403,47ffb4b2ec6bdd9a0f9438eed5c956e9f9d5e1b6,Peter Hacker,Q94848135,Peter Hackert
404,47ffb4b2ec6bdd9a0f9438eed5c956e9f9d5e1b6,Peter Hacker,Q560528,Jacob Philipp Hackert
405,488bfdd2cf733d60b8a6bf330b80be4ab865de80,Thomas Stelzer,Q1635482,Thomas Stelzer
406,488bfdd2cf733d60b8a6bf330b80be4ab865de80,Thomas Stelzer,Q7794184,Thomas Stelzer
407,488bfdd2cf733d60b8a6bf330b80be4ab865de80,Thomas Stelzer,Q2427442,Thomas Stelzer
408,488bfdd2cf733d60b8a6bf330b80be4ab865de80,Thomas Stelzer,Q56628005,Thomas Stelzer
409,488bfdd2cf733d60b8a6bf330b80be4ab865de80,Thomas Stelzer,Q1335844,Thomas Stelzer
410,488bfdd2cf733d60b8a6bf330b80be4ab865de80,Thomas Stelzer,Q94903363,Thomas Stelzer
411,48af7999ed21e450048598cf4fe033bd1c5218ce,Josef Wiesinger,Q59140715,Josef Wiesinger
412,48b6530be6729ba64d9b98ea335aa85b3a7c98c0,Margarete Schramböck,Q36493675,Margarete Schramböck
413,4925b87b118fc69f5ee58689921bdd6106cbeccd,Johanna Miesenberger,Q68031509,Johanna Miesenberger
414,497b1a0d6f629186db174536ed6e57a6affa7801,Maximilian Köllner,Q69385915,Maximilian Köllner
415,498670a34b295e8335db4f7d313bbb6da492f056,Alexander Schallenberg,Q64168538,Alexander Schallenberg
416,49a43ad60fb155fd730941cea584a800f65e586b,Claudia Schlager,Q84091463,Claudia Schlager
417,49a43ad60fb155fd730941cea584a800f65e586b,Claudia Schlager,Q95202758,Claudia Schlager
418,49a43ad60fb155fd730941cea584a800f65e586b,Claudia Schlager,Q106086184,Claudia Schlager
419,49e6f562fb76878b3e2ff81f2ed1f6cec075b25e,Ulrike Sima,Q2477473,Ulrike Sima
420,4a040f54208dc3d758992953b3122e133b085bdc,Johann Ganitzer,Q95963183,Johann Ganitzer
421,4a3dfc7f0b410105133792e04fb96f206897bd74,Martin Preineder,Q1544651,Martin Preineder
422,4abd1d3804060c0845cdae29c563de4846f1b031,Claudia Hauschildt-Buschberger,Q72076203,Claudia Hauschildt-Buschberger
423,4b5c51475a06fa6559cb163d00e2b73e172a5ba6,Dietbert Kowarik,Q1221496,Dietbert Kowarik
424,4b79cd8a331a87b2d380d9dac6400cf4798980af,Patrick Gasselich,Q102353086,Patrick Gasselich
425,4c181a048062b0f9dcc59bbd5d9c1e4418852da6,Friedrich Ofenauer,Q15526234,Friedrich Ofenauer
426,4c2a8c5e5940d6d1fef8374005e5577ab808a8a5,Marina Hanke,Q21540423,Marina Hanke
427,4c4a1e618f5941875456e9daf8a44e29ceecd6a7,Thomas Weber,Q701495,Thomas Weber
428,4c4a1e618f5941875456e9daf8a44e29ceecd6a7,Thomas Weber,Q1233445,Thomas Maria Weber
429,4c4a1e618f5941875456e9daf8a44e29ceecd6a7,Thomas Weber,Q1751599,Thomas Weber
430,4c4a1e618f5941875456e9daf8a44e29ceecd6a7,Thomas Weber,Q2428035,Thomas Weber
431,4c4a1e618f5941875456e9daf8a44e29ceecd6a7,Thomas Weber,Q1347268,Thomas Weber
432,4c4a1e618f5941875456e9daf8a44e29ceecd6a7,Thomas Weber,Q56718064,Thomas Weber
433,4c4a1e618f5941875456e9daf8a44e29ceecd6a7,Thomas Weber,Q23060695,Thomas Weber
434,4c4a1e618f5941875456e9daf8a44e29ceecd6a7,Thomas Weber,Q80971780,Thomas Weber
435,4c4a1e618f5941875456e9daf8a44e29ceecd6a7,Thomas Weber,Q66092012,Thomas Weber
436,4c4a1e618f5941875456e9daf8a44e29ceecd6a7,Thomas Weber,Q66091964,Thomas Weber
437,4c4b9f145382903eb491498669303eef6be6b0ad,Selma Yildirim,Q42303254,Selma Yıldırım
438,4c4b9f145382903eb491498669303eef6be6b0ad,Selma Yildirim,Q102388346,Selma Yildirim Yolcu
439,4cc819c820b9ce154c5c01d0f0ff71481c249aa5,Herbert Kasser,,
440,4d9e7037a2da10bc422b6c5f02cf21c099e97dce,Georg Ecker,Q50945958,Georg Ecker
